sensor1	sensor2	sensor3	sensor4	
22.9	35.2	-9.1	-1.7	
8.2	30.3	0.8	10.6	
13.1	20.5	0.8	-4.1	
8.2	10.6	-1.7	-1.7	
15.5	18.0	5.7	3.2	
18.0	20.5	-9.1	5.7	
15.5	30.3	-11.5	0.8	
22.9	42.6	-1.7	18.0	
25.4	25.4	-9.1	25.4	
15.5	47.5	-4.1	18.0	
27.8	47.5	-9.1	8.2	
18.0	27.8	-6.6	-28.7	
20.5	25.4	-16.4	-1.7	
20.5	30.3	-1.7	35.2	
30.3	52.4	5.7	3.2	
18.0	47.5	-9.1	27.8	
8.2	54.9	-9.1	32.8	
-1.7	57.4	-4.1	13.1	
-4.1	47.5	0.8	-11.5	
-1.7	35.2	-4.1	-1.7	
15.5	37.7	-11.5	-1.7	
8.2	18.0	3.2	-9.1	
10.6	27.8	-4.1	10.6	
-1.7	27.8	-1.7	8.2	
-1.7	35.2	-6.6	-23.8	
13.1	32.8	-6.6	-11.5	
15.5	20.5	-9.1	18.0	
27.8	18.0	-6.6	32.8	
15.5	22.9	-9.1	32.8	
13.1	18.0	-4.1	10.6	
15.5	22.9	-14.0	15.5	
15.5	25.4	8.2	5.7	
18.0	35.2	-9.1	-21.4	
15.5	45.1	-4.1	-6.6	
15.5	37.7	3.2	-11.5	
13.1	37.7	5.7	-9.1	
18.0	40.1	10.6	10.6	
27.8	27.8	8.2	13.1	
20.5	37.7	15.5	25.4	
8.2	15.5	13.1	13.1	
13.1	22.9	18.0	22.9	
15.5	22.9	13.1	-1.7	
18.0	22.9	8.2	-9.1	
22.9	20.5	5.7	10.6	
30.3	35.2	3.2	3.2	
20.5	20.5	8.2	13.1	
18.0	37.7	3.2	30.3	
10.6	20.5	0.8	0.8	
3.2	32.8	5.7	13.1	
10.6	32.8	15.5	32.8	
10.6	42.6	18.0	5.7	
3.2	40.1	8.2	-14.0	
15.5	37.7	15.5	-11.5	
